GN0102BA1,NULL,121,GN
GN0104BA1,NULL,122,GN
GN0105BA1,NULL,123,GN
GN0108BA1,NULL,124,GN
GN0110BA1,NULL,125,GN
GN0111BA1,NULL,126,GN
GN0112BA1,NULL,127,GN
GN0113BA1,NULL,128,GN
GN0115BA1,NULL,129,GN
GN0117BA1,NULL,130,GN
GN0122BA1,NULL,131,GN
GN0123BA1,NULL,132,GN
GN0124BA1,NULL,133,GN
GN0125BA1,NULL,134,GN
GN0126BA1,NULL,135,GN
GN0128BA1,NULL,136,GN
GN0129BA1,NULL,137,GN
GN0130BA1,NULL,138,GN
GN0132BA1,NULL,139,GN
GN0133BA1,NULL,140,GN
GN0134BA1,NULL,141,GN
GN0137BA1,NULL,145,GN
GN0140BA1,NULL,146,GN
GN0142BA1,NULL,147,GN
GN0144BA1,NULL,148,GN
GN0145BA1,NULL,149,GN
GN0149BA1,NULL,151,GN
GN0150BA1,NULL,152,GN
GN0151BA1,NULL,153,GN
GN0152BA1,NULL,154,GN
GN0153BA1,NULL,155,GN
GN0154BA1,NULL,156,GN
GN0155BA1,NULL,157,GN
GN0156BA1,NULL,158,GN
GN0157BA1,NULL,159,GN
GN0159BA1,NULL,160,GN
GN0161BA1,NULL,161,GN
GN0162BA1,NULL,163,GN
GN0163BA1,NULL,164,GN
GN0164BA1,NULL,165,GN
GN0165BA1,NULL,166,GN
GN0166BA1,NULL,168,GN
GN0167BA1,NULL,169,GN
GN0169BA1,NULL,170,GN
GN0170BA1,NULL,171,GN
MX0171BA1,NULL,172,MX
GN0172BA1,NULL,175,GN
GN0173BA1,NULL,176,GN
AG0174BA1,A94HAFR,177,AG
GN0175BA1,NULL,178,GN
GN0176BA1,NULL,179,GN
GN0177BA1,NULL,180,GN
GN0178BA1,NULL,181,GN
GN0179BA1,NULL,182,GN
GN0180BA1,NULL,183,GN
GN0181BA1,NULL,184,GN
GN0182BA1,NULL,185,GN
GN0185BA1,NULL,186,GN
GN0186BA1,NULL,187,GN
GN0189BA1,NULL,189,GN
GN0191BA1,NULL,190,GN
GN0192BA1,NULL,191,GN
GN0193BA1,NULL,192,GN
GN0195BA1,NULL,193,GN
GN0197BA1,NULL,194,GN
GN0198BA1,NULL,195,GN
GN0199BA1,NULL,197,GN
GN0200BA1,NULL,198,GN
GN0201BA1,NULL,199,GN
GN0204BA1,NULL,200,GN
GN0208BA1,NULL,201,GN
GN0209BA1,NULL,202,GN
GN0211BA1,NULL,203,GN
GN0212BA1,NULL,204,GN
GN0221BA1,NULL,205,GN
GN0227BA1,NULL,206,GN
GN0228BA1,NULL,207,GN
GN0229BA1,NULL,209,GN
GN0231BA1,NULL,210,GN
MX0233BA1,NULL,211,MX
GN0234BA1,NULL,212,GN
GN0235BA1,NULL,213,GN
GN0236BA1,NULL,215,GN
GN0237BA1,NULL,216,GN
GN0238BA1,NULL,217,GN
GN0239BA1,NULL,218,GN
GN0240BA1,NULL,219,GN
GN0242BA1,NULL,220,GN
GN0049BA1,NULL,222,GN
GN0245BA1,NULL,223,GN
GN0246BA1,NULL,224,GN
GN0248BA1,NULL,225,GN
GN0249BA1,NULL,226,GN
GN0250BA1,NULL,227,GN
GN0251BA1,NULL,228,GN
GN0252BA1,NULL,229,GN
GN0254BA1,NULL,230,GN
GN0255BA1,NULL,231,GN
GN0257BA1,NULL,233,GN
GN0261BA1,NULL,234,GN
GN0262BA1,NULL,235,GN
GN0263BA1,NULL,236,GN
GN0264BA1,NULL,237,GN
GN0265BA1,NULL,238,GN
GN0266BA1,NULL,239,GN
GN0267BA1,NULL,240,GN
GN0268BA1,NULL,241,GN
GN0270BA1,NULL,242,GN
GN0272BA1,NULL,243,GN
GN0274BA1,NULL,244,GN
MX0032AF1,NULL,245,MX
GN0276BA1,NULL,248,GN
GN0277BA1,NULL,249,GN
GN0278BA1,NULL,250,GN
GN0279BA1,NULL,251,GN
GN0281BA1,NULL,255,GN
GN0282BA1,NULL,256,GN
GN0283BA1,NULL,257,GN
GN0284BA1,NULL,258,GN
GN0286BA1,NULL,259,GN
GN0288BA1,NULL,260,GN
GN0289BA1,NULL,261,GN
GN0049BA1,NULL,262,GN
GN0049BA1,NULL,263,GN
GN0294BA1,NULL,264,GN
GN0295BA1,NULL,265,GN
MX0118BD1,NULL,266,GN
GN0298BA1,NULL,267,GN
GN0301BA1,NULL,268,GN
GN0302BA1,NULL,269,GN
GN0303BA1,NULL,270,GN
GN0304BA1,NULL,271,GN
GN0306BA1,NULL,273,GN
GN0308BA1,NULL,276,GN
GN0310BA1,NULL,277,GN
GN0311BA1,NULL,278,GN
GN0313BA1,NULL,279,GN
GN0314BA1,NULL,280,GN
GN0315BA1,NULL,281,GN
GN0316BA1,NULL,282,GN
GN0317BA1,NULL,283,GN
GN0318BA1,NULL,285,GN
GN0319BA1,NULL,286,GN
GN0320BA1,NULL,287,GN
GN0321BA1,NULL,289,GN
GN0322BA1,NULL,290,GN
GN0327BA1,NULL,291,GN
GN0329BA1,NULL,292,GN
GN0331BA1,NULL,294,GN
GN0332BA1,NULL,295,GN
GN0333BA1,NULL,296,GN
GN0334BA1,NULL,297,GN
GN0337BA1,NULL,298,GN
GN0338BA1,NULL,299,GN
GN0341BA1,NULL,300,GN
GN0343BA1,NULL,302,GN
GN0345BA1,NULL,303,GN
GN0346BA1,NULL,304,GN
GN0347BA1,NULL,305,GN
GN0348BA1,NULL,306,GN
GN0349BA1,NULL,307,GN
GN0350BA1,NULL,308,GN
GN0351BA1,NULL,309,GN
GN0049BA1,NULL,310,GN
GN0353BA1,NULL,312,GN
GN0354BA1,NULL,313,GN
GN0356BA1,NULL,314,GN
GN0358BA1,NULL,315,GN
GN0359BA1,NULL,316,GN
GN0360BA1,NULL,317,GN
GN0361BA1,NULL,318,GN
GN0362BA1,NULL,319,GN
GN0363BA1,NULL,320,GN
GN0364BA1,NULL,321,GN
GN0365BA1,NULL,324,GN
GN0366BA1,NULL,325,GN
GN0367BA1,NULL,326,GN
GN0368BA1,NULL,327,GN
GN0369BA1,NULL,328,GN
GN0370BA1,NULL,329,GN
GN0372BA1,NULL,330,GN
GN0373BA1,NULL,331,GN
GN0374BA1,NULL,333,GN
GN0375BA1,NULL,334,GN
MX0118BE1,NULL,335,GN
GN0377BA1,NULL,336,GN
GN0378BA1,NULL,337,GN
GN0050BA1,NULL,339,GN
GN0381BA1,NULL,340,GN
GN0382BA1,NULL,341,GN
GN0383BA1,NULL,342,GN
GN0384BA1,NULL,343,GN
GN0385BA1,NULL,344,GN
GN0386BA1,NULL,347,GN
GN0387BA1,NULL,348,GN
GN0388BA1,NULL,349,GN
GN0390BA1,NULL,350,GN
GN0391BA1,NULL,351,GN
GN0392BA1,NULL,352,GN
GN0394BA1,NULL,355,GN
GN0395BA1,NULL,356,GN
GN0397BA1,NULL,360,GN
GN0398BA1,NULL,361,GN
GN0399BA1,NULL,362,GN
GN0400BA1,NULL,363,GN
GN0401BA1,NULL,364,GN
GN0402BA1,NULL,366,GN
GN0403BA1,NULL,367,GN
GN0405BA1,NULL,368,GN
GN0406BA1,NULL,369,GN
GN0049BA1,NULL,370,GN
GN0410BA1,NULL,372,GN
GN0411BA1,NULL,374,GN
GN0413BA1,NULL,375,GN
GN0414BA1,NULL,376,GN
GN0416BA1,NULL,377,GN
GN0417BA1,NULL,378,GN
GN0419BA1,NULL,379,GN
GN0421BA1,NULL,380,GN
GN0422BA1,NULL,381,GN
GN0423BA1,NULL,382,GN
GN0424BA1,NULL,383,GN
GN0425BA1,NULL,384,GN
GN0426BA1,NULL,385,GN
GN0429BA1,NULL,387,GN
GN0430BA1,NULL,388,GN
MX0431BA1,NULL,389,MX
GN0436BA1,NULL,391,GN
GN0441BA1,NULL,395,GN
GN0444BA1,NULL,396,GN
GN0445BA1,NULL,397,GN
GN0447BA1,NULL,398,GN
GN0448BA1,NULL,399,GN
GN0451BA1,NULL,402,GN
GN0452BA1,NULL,403,GN
GN0453BA1,NULL,406,GN
GN0456BA1,NULL,407,GN
GN0458BA1,NULL,410,GN
GN0459BA1,NULL,411,GN
GN0460BA1,NULL,412,GN
GN0461BA1,NULL,413,GN
GN0462BA1,NULL,414,GN
GN0463BA1,NULL,415,GN
GN0464BA1,NULL,419,GN
GN0466BA1,NULL,422,GN
GN0467BA1,NULL,423,GN
GN0468BA1,NULL,424,GN
GN0469BA1,NULL,425,GN
GN0470BA1,NULL,426,GN
GN0471BA1,NULL,427,GN
GN0472BA1,NULL,429,GN
GN0474BA1,NULL,430,GN
GN0475BA1,NULL,431,GN
GN0476BA1,NULL,433,GN
GN0477BA1,NULL,434,GN
GN0478BA1,NULL,435,GN
GN0479BA1,NULL,436,GN
GN0480BA1,NULL,438,GN
GN0481BA1,NULL,439,GN
GN0483BA1,NULL,440,GN
GN0484BA1,NULL,441,GN
GN0485BA1,NULL,442,GN
GN0486BA1,NULL,443,GN
GN0487BA1,NULL,446,GN
GN0488BA1,NULL,447,GN
GN0489BA1,NULL,449,GN
GN0490BA1,NULL,450,GN
GN0491BA1,NULL,451,GN
GN0492BA1,NULL,452,GN
GN0493BA1,NULL,453,GN
GN0494BA1,NULL,455,GN
GN0495BA1,NULL,456,GN
GN0496BA1,NULL,457,GN
GN0497BA1,NULL,458,GN
GN0498BA1,NULL,459,GN
GN0500BA1,NULL,460,GN
GN0501BA1,NULL,462,GN
GN0502BA1,NULL,464,GN
GN0050BA1,NULL,465,GN
GN0504BA1,NULL,466,GN
GN0505BA1,NULL,468,GN
GN0506BA1,NULL,469,GN
GN0508BA1,NULL,470,GN
GN0509BA1,NULL,471,GN
GN0050BA1,NULL,472,GN
GN0511BA1,NULL,473,GN
GN0512BA1,NULL,475,GN
GN0513BA1,NULL,476,GN
GN0514BA1,NULL,477,GN
GN0515BA1,NULL,478,GN
GN0516BA1,NULL,479,GN
GN0518BA1,NULL,480,GN
GN0519BA1,NULL,481,GN
GN0520BA1,NULL,482,GN
GN0521BA1,NULL,484,GN
GN0522BA1,NULL,485,GN
GN0523BA1,NULL,486,GN
GN0524BA1,NULL,487,GN
GN0525BA1,NULL,488,GN
GN0527BA1,NULL,490,GN
GN0529BA1,NULL,493,GN
GN0530BA1,NULL,494,GN
GN0531BA1,NULL,495,GN
GN0532BA1,NULL,498,GN
GN0533BA1,NULL,499,GN
GN0534BA1,NULL,501,GN
GN0535BA1,NULL,502,GN
GN0536BA1,NULL,503,GN
GN0537BA1,NULL,504,GN
GN0538BA1,NULL,505,GN
GN0539BA1,NULL,506,GN
GN0540BA1,NULL,507,GN
GN0541BA1,NULL,508,GN
GN0542BA1,NULL,509,GN
GN0544BA1,NULL,510,GN
GN0545BA1,NULL,511,GN
GN0546BA1,NULL,512,GN
GN0547BA1,NULL,514,GN
GN0548BA1,NULL,515,GN
GN0549BA1,NULL,518,GN
GN0550BA1,NULL,519,GN
GN0551BA1,NULL,522,GN
GN0552BA1,NULL,523,GN
GN0553BA1,NULL,524,GN
GN0554BA1,NULL,525,GN
GN0555BA1,NULL,527,GN
GN0556BA1,NULL,528,GN
GN0557BA1,NULL,529,GN
GN0559BA1,NULL,530,GN
GN0560BA1,NULL,531,GN
GN0561BA1,NULL,532,GN
GN0562BA1,NULL,533,GN
GN0563BA1,NULL,534,GN
GN0564BA1,NULL,537,GN
GN0565BA1,NULL,538,GN
GN0566BA1,NULL,539,GN
GN0567BA1,NULL,540,GN
GN0568BA1,NULL,541,GN
GN0569BA1,NULL,542,GN
GN0570BA1,NULL,543,GN
GN0571BA1,NULL,544,GN
GN0572BA1,NULL,548,GN
GN0573BA1,NULL,549,GN
GN0575BA1,NULL,550,GN
GN0576BA1,NULL,551,GN
GN0577BA1,NULL,552,GN
GN0578BA1,NULL,553,GN
GN0579BA1,NULL,555,GN
GN0580BA1,NULL,556,GN
GN0581BA1,NULL,559,GN
GN0583BA1,NULL,560,GN
GN0584BA1,NULL,561,GN
GN0585BA1,NULL,562,GN
GN0586BA1,NULL,563,GN
GN0587BA1,NULL,564,GN
GN0588BA1,NULL,566,GN
GN0589BA1,NULL,568,GN
GN0591BA1,NULL,570,GN
GN0592BA1,NULL,571,GN
GN0049BA1,NULL,572,GN
GN0594BA1,NULL,573,GN
GN0595BA1,NULL,574,GN
GN0596BA1,NULL,576,GN
GN0597BA1,NULL,577,GN
GN0598BA1,NULL,578,GN
GN0599BA1,NULL,579,GN
GN0601BA1,NULL,580,GN
GN0602BA1,NULL,581,GN
GN0603BA1,NULL,582,GN
GN0604BA1,NULL,583,GN
GN0605BA1,NULL,586,GN
GN0606BA1,NULL,587,GN
GN0607BA1,NULL,588,GN
GN0608BA1,NULL,589,GN
GN0610BA1,NULL,590,GN
GN0611BA1,NULL,591,GN
GN0612BA1,NULL,592,GN
GN0613BA1,NULL,593,GN
GN0614BA1,NULL,594,GN
GN0615BA1,NULL,595,GN
GN0616BA1,NULL,596,GN
GN0617BA1,NULL,597,GN
GN0618BA1,NULL,598,GN
GN0619BA1,NULL,599,GN
GN0621BA1,NULL,600,GN
GN0622BA1,NULL,601,GN
GN0623BA1,NULL,602,GN
GN0624BA1,NULL,603,GN
GN0625BA1,NULL,604,GN
GN0626BA1,NULL,606,GN
GN0627BA1,NULL,607,GN
GN0628BA1,NULL,612,GN
GN0629BA1,NULL,613,GN
GN0630BA1,NULL,614,GN
GN0631BA1,NULL,615,GN
GN0632BA1,NULL,616,GN
GN0633BA1,NULL,617,GN
GN0634BA1,NULL,619,GN
GN0636BA1,NULL,620,GN
GN0637BA1,NULL,621,GN
GN0638BA1,NULL,622,GN
GN0639BA1,NULL,624,GN
GN0640BA1,NULL,627,GN
GN0641BA1,NULL,628,GN
GN0643BA1,NULL,630,GN
GN0644BA1,NULL,631,GN
GN0645BA1,NULL,632,GN
GN0646BA1,NULL,633,GN
GN0647BA1,NULL,634,GN
GN0648BA1,NULL,636,GN
GN0649BA1,NULL,637,GN
GN0650BA1,NULL,638,GN
GN0652BA1,NULL,640,GN
GN0653BA1,NULL,641,GN
GN0049BA1,NULL,642,GN
GN0655BA1,NULL,643,GN
GN0656BA1,NULL,644,GN
GN0657BA1,NULL,645,GN
GN0658BA1,NULL,647,GN
GN0659BA1,NULL,648,GN
GN0660BA1,NULL,649,GN
GN0662BA1,NULL,650,GN
GN0663BA1,NULL,651,GN
PL5009L09,NULL,653,PL
GN0665BA1,NULL,654,GN
GN0666BA1,NULL,655,GN
GN0667BA1,NULL,656,GN
GN0668BA1,NULL,657,GN
GN0669BA1,NULL,658,GN
MX0671BA1,NULL,662,GN
GN0672BA1,NULL,663,GN
GN0673BA1,NULL,664,GN
GN0674BA1,NULL,665,GN
GN0675BA1,NULL,666,GN
GN0676BA1,NULL,667,GN
GN0677BA1,NULL,668,GN
GN0678BA1,NULL,669,GN
GN0680BA1,NULL,670,GN
GN0681BA1,NULL,671,GN
GN0682BA1,NULL,672,GN
GN0683BA1,NULL,673,GN
GN0684BA1,NULL,674,GN
MX0032BI1,NULL,675,GN
GN0685BA1,NULL,676,GN
GN0686BA1,NULL,677,GN
GN0687BA1,NULL,679,GN
PL5009L09,NULL,680,PL
GN0690BA1,NULL,681,GN
GN0691BA1,NULL,682,GN
GN0692BA1,NULL,683,GN
GN0693BA1,NULL,684,GN
GN0694BA1,NULL,685,GN
GN0695BA1,NULL,686,GN
GN0696BA1,NULL,689,GN
MX0032BJ1,NULL,690,GN
GN0698BA1,NULL,692,GN
GN0699BA1,NULL,693,GN
GN0700BA1,NULL,694,GN
GN0701BA1,NULL,695,GN
GN0702BA1,NULL,696,GN
GN0703BA1,NULL,697,GN
GN0704BA1,NULL,698,GN
GN0707BA1,NULL,701,GN
GN0708BA1,NULL,702,GN
GN0709BA1,NULL,703,GN
GN0710BA1,NULL,709,GN
GN0712BA1,NULL,711,GN
AG0713BA1,A7290FR,714,AG
GN0714BA1,NULL,715,GN
GN0715BA1,NULL,718,GN
GN0716BA1,NULL,719,GN
GN0718BA1,NULL,720,GN
GN0719BA1,NULL,722,GN
GN0720BA1,NULL,723,GN
GN0721BA1,NULL,724,GN
GN0722BA1,NULL,725,GN
GN0723BA1,NULL,726,GN
GN0724BA1,NULL,727,GN
GN0725BA1,NULL,728,GN
GN0726BA1,NULL,729,GN
GN0728BA1,NULL,730,GN
GN0729BA1,NULL,731,GN
GN0730BA1,NULL,732,GN
GN0731BA1,NULL,735,GN
GN0732BA1,NULL,736,GN
GN0733BA1,NULL,738,GN
GN0734BA1,NULL,739,GN
GN0735BA1,NULL,741,GN
GN0736BA1,NULL,742,GN
GN0737BA1,NULL,745,GN
GN0738BA1,NULL,748,GN
GN0739BA1,NULL,750,GN
GN0741BA1,NULL,754,GN
GN0742BA1,NULL,756,GN
GN0743BA1,NULL,758,GN
GN0744BA1,NULL,759,GN
GN0745BA1,NULL,760,GN
GN0747BA1,NULL,761,GN
GN0748BA1,NULL,763,GN
GN0749BA1,NULL,765,GN
GN0750BA1,NULL,766,GN
GN0751BA1,NULL,768,GN
GN0752BA1,NULL,769,GN
GN0753BA1,NULL,770,GN
GN0754BA1,NULL,771,GN
GN0755BA1,NULL,772,GN
GN0756BA1,NULL,773,GN
GN0757BA1,NULL,774,GN
GN0758BA1,NULL,775,GN
GN0759BA1,NULL,777,GN
GN0760BA1,NULL,778,GN
GN0761BA1,NULL,779,GN
GN0763BA1,NULL,780,GN
GN0764BA1,NULL,781,GN
GN0765BA1,NULL,782,GN
GN0766BA1,NULL,783,GN
GN0767BA1,NULL,785,GN
GN0768BA1,NULL,787,GN
GN0769BA1,NULL,788,GN
GN0770BA1,NULL,789,GN
GN0772BA1,NULL,790,GN
GN0773BA1,NULL,792,GN
GN0774BA1,NULL,793,GN
GN0775BA1,NULL,794,GN
GN0776BA1,NULL,795,GN
GN0777BA1,NULL,796,GN
GN0778BA1,NULL,797,GN
GN0779BA1,NULL,798,GN
GN0780BA1,NULL,799,GN
GN0782BA1,NULL,800,GN
GN0783BA1,NULL,801,GN
GN0784BA1,NULL,803,GN
GN0785BA1,NULL,807,GN
AG0786BA1,A7614FR,809,AG
GN0788BA1,NULL,813,GN
GN0789BA1,NULL,814,GN
GN0790BA1,NULL,816,GN
GN0791BA1,NULL,818,GN
GN0792BA1,NULL,819,GN
MX0794BA1,NULL,820,MX
GN0795BA1,NULL,822,GN
GN0796BA1,NULL,823,GN
GN0797BA1,NULL,824,GN
GN0798BA1,NULL,825,GN
GN0799BA1,NULL,826,GN
GN0800BA1,NULL,827,GN
GN0801BA1,NULL,828,GN
GN0802BA1,NULL,830,GN
GN0803BA1,NULL,831,GN
GN0804BA1,NULL,832,GN
GN0805BA1,NULL,834,GN
GN0806BA1,NULL,835,GN
GN0807BA1,NULL,836,GN
GN0808BA1,NULL,837,GN
GN0050BA1,NULL,840,GN
GN0050BA1,NULL,841,GN
GN0811BA1,NULL,842,GN
AG0812BA1,G0403FR,845,AG
GN0813BA1,NULL,848,GN
GN0814BA1,NULL,849,GN
GN0816BA1,NULL,851,GN
GN0817BA1,NULL,852,GN
GN0818BA1,NULL,853,GN
GN0819BA1,NULL,854,GN
GN0826BA1,NULL,916,GN
GN0305BA1,NULL,967,GN
SH0834BA1,NULL,979,SH
GN0835BA1,NULL,981,GN
GN0081BA1,#N/A,1046,GN
GN0088BA1,#N/A,1123,GN
GN0089BA1,#N/A,1126,GN
GN0090BA1,#N/A,1127,GN
GN0091BA1,#N/A,1128,GN
GN0098BA1,NULL,1195,GN
MX0109BA1,NULL,1242,MX
GN0114BA1,NULL,1288,GN
GN0120BA1,NULL,1302,GN
GN0121BA1,NULL,1306,GN
GN0127BA1,NULL,1352,GN
SO0131BA1,NULL,1389,SO
GN0135BA1,NULL,1410,GN
GN0136BB1,NULL,1419,GN
SO0138BA1,NULL,1454,SO
SO0139BA1,NULL,1456,SO
SO0141BA1,NULL,1468,SO
MX0143BA1,NULL,1476,MX
GN5142BA1,NULL,1501,GN
SO0148BA1,NULL,1509,SO
GN0160BA1,NULL,1602,GN
MX0014BA1,NULL,1746,MX
GN0183BA1,NULL,1857,GN
PL5008L08,NULL,1859,PL
GN0187BA1,NULL,1871,GN
GN0188BA1,NULL,1872,GN
MX0194BA1,NULL,1925,SO
PL5001L01,NULL,1930,PL
GN0205BA1,NULL,2001,GN
GN0206BA1,NULL,2002,GN
GN0207BA1,NULL,2003,GN
GN0210BA1,NULL,2026,GN
SH0213BA1,NULL,2040,SH
GN0214BA1,NULL,2041,GN
GN0215BA1,NULL,2042,GN
GN0216BA1,NULL,2043,GN
GN0217BA1,NULL,2044,GN
MX0218BA1,NULL,2045,MX
SH0219BA1,NULL,2048,SH
GN0220BA1,NULL,2049,GN
GN0222BA1,NULL,2050,GN
MX0223BB1,NULL,2055,GN
GN0224BA1,NULL,2056,GN
GN0225BA1,NULL,2058,GN
GN0226BA1,NULL,2059,GN
MX0232BA1,NULL,2105,MX
AG0243BA1,G0105FR,2218,AG
GN0247BA1,NULL,2249,GN
AG0256BA1,G0103FR,2312,AG
MX0258BA1,NULL,2334,MX
MX0259BA1,NULL,2335,MX
MX0260BA1,NULL,2336,MX
MX0269BA1,NULL,2415,MK
GN0271BA1,NULL,2420,GN
SO0273BA1,NULL,2439,SO
GN0280BA1,NULL,2534,GN
GN0285BA1,NULL,2580,GN
MX0292BA1,NULL,2631,MX
GN0293BA1,NULL,2637,GN
GN0297BA1,NULL,2663,GN
GN0299BA1,NULL,2670,GN
GN0299BA1,NULL,2671,GN
GN0305BB1,NULL,2724,GN
MX0307BA1,NULL,2733,MX
MX0309BA1,NULL,2765,MX
SO0312BA1,NULL,2781,LH
AG0100BA1,NULL,2834,AG
AG0323BA1,G0403FR,2901,AG
AG0324BA1,G0396FR,2902,AG
AG0325BA1,G0415FR,2903,AG
SO0326BA1,NULL,2908,SO
SO0328BA1,NULL,2910,SO
PL5006L06,NULL,2936,PL
SO0335BA1,NULL,2973,SO
SO0336BA1,NULL,2974,SO
SO0342BA1,NULL,3008,SO
MX0032BB1,NULL,3016,MX
GN0344BA1,NULL,3027,GN
MX0032BA1,NULL,3103,MX
MX0032BB1,NULL,3104,MX
MX0032BB1,NULL,3108,MX
MX0032BE1,NULL,3118,MX
MX0355BA1,NULL,3139,MX
AG0357BA1,A7884FR,3145,AG
MX0034BC1,NULL,3400,MX
MX0034BB1,NULL,3401,MX
MX0393BA1,NULL,3522,MX
MX0033BB1,NULL,3526,MX
MX0033BA1,NULL,3552,MX
MX0014BB1,NULL,3656,MX
MX0014BC1,NULL,3657,GN
MX0014BD1,NULL,3658,GN
MX0014BE1,NULL,3659,GN
SO0404BA1,NULL,3673,SO
GN0409BA1,NULL,3708,GN
MX0412BA1,NULL,3740,MX
MX0118EA1,NULL,3778,MX
PL5007L07,NULL,3789,PL
MX0420BA1,NULL,3795,MX
MX0427BA1,NULL,3852,MX
MX0428BB1,NULL,3853,GN
MX0118EA1,NULL,3878,MX
MX0434BA1,NULL,3903,MX
GN0898BA1,NULL,3906,GN
AG0435BA1,G1002FN,3907,AG
GN0438BA1,NULL,3917,GN
AG0439BA1,G1411FR,3920,AG
GN0440BA1,NULL,3937,GN
PL5004L04,NULL,3958,PL
PL5004L04,NULL,3959,PL
GN0446BA1,NULL,3971,GN
GN0685BA1,A7001FR ,4001,GN
GN0685BA1,A7001FR ,4002,GN
GN5199BA1,A7002FR ,4003,GN
GN0604BA1,A7003FR ,4004,GN
GN0395BA1,A7008FR ,4008,GN
GN0395BA1,A7008FR ,4009,GN
GN0395BA1,A7008FR ,4010,GN
GN0690BA1,A7018FR ,4015,GN
GN0690BA1,A7018FR ,4016,GN
GN0690BA1,A7018FR ,4017,GN
GN0087BA1,A7034FR ,4018,GN
GN0087BA1,A7034FR ,4019,GN
GN0734BA1,A7091FR ,4020,GN
GN0734BA1,A7091FR ,4021,GN
GN0828BA1,A7089FR ,4022,GN
GN0828BA1,A7089FR ,4023,GN
GN0371BA1,A7090FR ,4024,GN
GN0371BA1,A7090FR ,4025,GN
GN0371BA1,A7090FR ,4026,GN
GN0627BA1,A7110FR ,4027,GN
GN0627BA1,A7110FR ,4028,GN
GN0555BA1,A7112FR ,4029,GN
GN0555BA1,A7112FR ,4030,GN
GN0567BA1,A7111FR ,4031,GN
GN0567BA1,A7111FR ,4032,GN
GN0591BA1,A7136FR ,4033,GN
GN0591BA1,A7136FR ,4034,GN
GN0220BA1,A7053FR ,4035,GN
GN0220BA1,A7053FR ,4036,GN
GN0220BA1,A7053FR ,4037,GN
GN0220BA1,A7053FR ,4038,GN
GN0220BA1,A7053FR ,4039,GN
GN0220BA1,A7053FR ,4040,GN
GN0220BA1,A7053FR ,4041,GN
GN0220BA1,A7053FR ,4042,GN
GN0220BA1,A7053FR ,4043,GN
GN0220BA1,A7053FR ,4044,GN
GN0170BA1,A7267FR ,4045,GN
GN0170BA1,A7267FR ,4046,GN
