Account,Period,Transaction Date,Amount,Description,LA1,LA2,LA3,LA4,LA5
210200,007/2020,31/10/2020,2419.75,SBHA290936_Wandsworth Brid,MX0032BA1,,9574,GN,C010
210200,007/2020,31/10/2020,25.27,SBHA290969_Thorney Hedge R,GN0525BA1,,5531,GN,C010
210200,007/2020,31/10/2020,108.12,SBHA291052_Nicoll Road,MX0259BA1,,8674,GN,C010
210200,007/2020,31/10/2020,126.77,SBHA291601_Town Meadow,MX0307BA1,,9203,GN,C010
210200,007/2020,31/10/2020,367.45,SBHA292114_Vespan Road,GN0050BA1,,7548,GN,C010
210200,007/2020,31/10/2020,992.33,SBHA292293_Hadyn Park Road,GN5256BA1,,7266,GN,C010
210200,007/2020,31/10/2020,50.51,SBHA292295_Hadyn Park Road,GN5256BA1,,7266,GN,C010
210200,007/2020,31/10/2020,306.30,SBHA292298_Vespan Road,GN0883BA1,,7554,GN,C010
210200,007/2020,31/10/2020,370.00,SBHA292347_Manor Drive Nor,GN5355BA1,,8537,GN,C010
210200,007/2020,31/10/2020,81.00,SBHA292522_Scotts Road,GN0135BA1,,7584,GN,C010
210200,007/2020,31/10/2020,85.00,SBHA292625_High Street,GN0285BA1,,8974,GN,C010
210200,007/2020,31/10/2020,120.00,SBHA292664_Palliser Road,GN0785BA1,,5694,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA293116_Brook Lane Nort,MX0069BA1,,12511,GN,C010
210200,007/2020,31/10/2020,106.64,SBHA293134_Poplar Grove,GN0469BA1,,4862,GN,C010
210200,007/2020,31/10/2020,75.00,SBHA293191_Lancaster Road,GN5386BA1,,8834,GN,C010
210200,007/2020,31/10/2020,123.67,SBHA293385_Parnell Close,GN0891BA1,,7764,GN,C010
210200,007/2020,31/10/2020,95.00,SBHA293451_Wandsworth Brid,MX0032BE1,,9877,GN,C010
210200,007/2020,31/10/2020,2364.49,SBHA293690_Parnell Close,GN0891BA1,,7755,GN,C010
210200,007/2020,31/10/2020,78.65,SBHA293723_Lisgar Terrace,GN0277BA1,,5154,GN,C010
210200,007/2020,31/10/2020,2511.31,SBHA293738_Wandsworth Brid,GN0367BA1,,6270,GN,C010
210200,007/2020,31/10/2020,108.00,SBHA293762_Lindrop Street,GN5249BA1,,6172,GN,C010
210200,007/2020,31/10/2020,89.52,SBHA293809_Lancaster Road,GN5386BA1,,8834,GN,C010
210200,007/2020,31/10/2020,218.59,SBHA293828_Melrose Gardens,GN0779BA1,,4857,GN,C010
210200,007/2020,31/10/2020,135.21,SBHA293875_Overstone Road,GN0155BA1,,4751,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA293917_Clancarty Road,GN5254BA1,A94PAFR ,6873,GN,C010
210200,007/2020,31/10/2020,87.85,SBHA293934_Haydock Avenue,MX0393BA1,,10675,GN,C010
210200,007/2020,31/10/2020,119.87,SBHA293979_Iffley Road,GN0261BA1,,6331,GN,C010
210200,007/2020,31/10/2020,27.68,SBHA294043_Lindrop Street,GN0707BA1,,6367,GN,C010
210200,007/2020,31/10/2020,1177.47,SBHA294058_Coombe Road,GN0432BA1,,5459,GN,C010
210200,007/2020,31/10/2020,958.34,SBHA294059_Althea Street,GN0149BA1,,6068,GN,C010
210200,007/2020,31/10/2020,689.98,SBHA294061_Averill Street,GN0397BA1,,5717,GN,C010
210200,007/2020,31/10/2020,81.00,SBHA294094_New Kings Road,GN0343BA1,,6030,GN,C010
210200,007/2020,31/10/2020,108.00,SBHA294103_Hampton Road We,GN5317BA1,,8352,GN,C010
210200,007/2020,31/10/2020,124.59,SBHA294106_Parnell Close,GN0891BA1,,7765,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294136_Wandsworth Brid,GN0814BA1,,6268,GN,C010
210200,007/2020,31/10/2020,147.55,SBHA294137_King Street,GN5135BA1,,6483,GN,C010
210200,007/2020,31/10/2020,50.21,SBHA294142_Everington Stre,GN5257BA1,,7406,GN,C010
210200,007/2020,31/10/2020,101.93,SBHA294144_Becklow Road,GN0098BA1,,7295,GN,C010
210200,007/2020,31/10/2020,141.92,SBHA294163_Curwen Road,GN0571BA1,,4430,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294170_Devonport Road,GN0737BA1,,4481,GN,C010
210200,007/2020,31/10/2020,112.53,SBHA294171_Askew Road,GN0468BA1,,4263,GN,C010
210200,007/2020,31/10/2020,112.16,SBHA294183_Western Road,GN0344BA1,,9698,GN,C010
210200,007/2020,31/10/2020,129.50,SBHA294185_Goldhawk Road,GN0160BA1,,7792,GN,C010
210200,007/2020,31/10/2020,66.51,SBHA294208_Essex Road,GN0380BA1,,5276,GN,C010
210200,007/2020,31/10/2020,108.00,SBHA294212_Barton Road,GN0227BA1,,5604,GN,C010
210200,007/2020,31/10/2020,86.00,SBHA294235_Petley Road,GN0180BA1,,5833,GN,C010
210200,007/2020,31/10/2020,123.35,SBHA294236_Cricketfield Ro,GN0035BA1,,12458,GN,C010
210200,007/2020,31/10/2020,72.08,SBHA294241_Haydock Avenue,MX0393BA1,,10675,GN,C010
210200,007/2020,31/10/2020,42.93,SBHA294244_Lena Gardens,GN0108BA1,,4843,GN,C010
210200,007/2020,31/10/2020,197.58,SBHA294249_Glenrosa Street,GN0329BA1,,6127,GN,C010
210200,007/2020,31/10/2020,140.11,SBHA294255_Percy Road,GN0168BA1,,4512,GN,C010
210200,007/2020,31/10/2020,147.56,SBHA294256_Bath Road,GN0497BA1,,5414,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294259_North End Road,MX0355BA1,,9952,GN,C010
210200,007/2020,31/10/2020,176.54,SBHA294267_Lindrop Street,GN0634BA1,,6157,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294288_Devonport Road,GN0104BA1,,4455,GN,C010
210200,007/2020,31/10/2020,32.15,SBHA294289_Parnell Close,GN0891BA1,,7765,GN,C010
210200,007/2020,31/10/2020,333.07,SBHA294297_Haydock Avenue,MX0393BA1,,10676,GN,C010
210200,007/2020,31/10/2020,109.23,SBHA294308_Cathnor Road,GN0507BA1,,4411,GN,C010
210200,007/2020,31/10/2020,116.84,SBHA294314_Cambridge Grove,GN5137BA1,,6943,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294320_Britannia Road,GN0088BA1,,7190,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294341_Wandsworth Brid,MX0032BA1,,9584,GN,C010
210200,007/2020,31/10/2020,738.00,SBHA294353_Bloemfontein Ro,GN0734BA1,,4020,GN,C010
210200,007/2020,31/10/2020,58.42,SBHA294358_Westwick Garden,GN0267BA1,,5247,GN,C010
210200,007/2020,31/10/2020,108.00,SBHA294360_Bradmore Park R,GN0625BA1,,4641,GN,C010
210200,007/2020,31/10/2020,63.57,SBHA294368_Cromwell Road,GN5393BA1,,8893,GN,C010
210200,007/2020,31/10/2020,119.36,SBHA294371_Holland Gardens,MX0292BA1,,9068,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA294375_Gwendwr Road,GN0236BA1,,5101,GN,C010
210200,007/2020,31/10/2020,198.78,SBHA294381_Holland Gardens,MX0292BA1,,9036,GN,C010
210200,007/2020,31/10/2020,174.24,SBHA294383_Pembridge Garde,GN0597BA1,,5336,GN,C010
210200,007/2020,31/10/2020,137.43,SBHA294388_Macfarlane Road,GN0421BA1,,4139,GN,C010
210200,007/2020,31/10/2020,22.97,SBHA294397_Charter Crescen,GN5283BA1,,7835,GN,C010
210200,007/2020,31/10/2020,22.97,SBHA294407_Dawes Road,GN0356BA1,,5724,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294410_Vespan Road,GN0050BA1,,4393,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294411_Rowntree Road,MX0232BA1,,8422,GN,C010
210200,007/2020,31/10/2020,415.48,SBHA294417_Windmill Road,GN0338BA1,,5543,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294420_Askew Road,GN0468BA1,,4262,GN,C010
210200,007/2020,31/10/2020,36.04,SBHA294426_Iffley Road,GN0364BA1,,4708,GN,C010
210200,007/2020,31/10/2020,22.97,SBHA294444_Lindrop Street,GN0453BA1,,6168,GN,C010
210200,007/2020,31/10/2020,595.42,SBHA294483_Sinclair Road,GN0430BA1,,5217,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA294490_Cygnet Avenue,GN5299BA1,,8028,GN,C010
210600,007/2020,31/10/2020,4265.26,SBHA294513_Earls Court Roa,GN0596BA1,,6277,GN,C010
210200,007/2020,31/10/2020,296.90,SBHA294525_Askew Road,GN0209BA1,,4251,GN,C010
210200,007/2020,31/10/2020,91.06,SBHA294534_Everington Stre,GN5257BA1,,7435,GN,C010
210200,007/2020,31/10/2020,139.01,SBHA294535_Fulham Palace R,GN0898BA1,,11713,GN,C010
210200,007/2020,31/10/2020,108.00,SBHA294538_Lochaline Stree,GN5237BA1,,5699,GN,C010
210200,007/2020,31/10/2020,165.76,SBHA294539_New Heston Road,GN0024BA1,,12329,GN,C010
210200,007/2020,31/10/2020,88.71,SBHA294545_Goldhawk Road,GN0160BA1,,7788,GN,C010
210200,007/2020,31/10/2020,147.56,SBHA294559_Gayford Road,GN5204BA1,,4295,GN,C010
210200,007/2020,31/10/2020,150.00,SBHA294582_King Street,GN5135BA1,,6483,GN,C010
210200,007/2020,31/10/2020,59.88,SBHA294592_Oxberry Avenue,GN0527BA1,,6363,GN,C010
210200,007/2020,31/10/2020,90.96,SBHA294604_Botwell Lane,GN0025BA1,,12337,GN,C010
210200,007/2020,31/10/2020,333.07,SBHA294618_Thornton Avenue,GN0672BA1,,5534,GN,C010
210200,007/2020,31/10/2020,157.46,SBHA294633_Oaklands Grove,GN0272BA1,,4160,GN,C010
210200,007/2020,31/10/2020,155.50,SBHA294710_Hammersmith Gro,GN0001BA1,,4830,GN,C010
210200,007/2020,31/10/2020,302.71,SBHA294711_Sandalwood Driv,GN5142BA1,,7684,GN,C010
210200,007/2020,31/10/2020,476.84,SBHA294757_Byward Avenue,GN5293BA1,,7937,GN,C010
210200,007/2020,31/10/2020,7163.60,SBHA294778_Staines Road,GN0826BA1,,6761,GN,C010
210200,007/2020,31/10/2020,1111.30,SBHA294841_King Street,GN5135BA1,,6483,GN,C010
210200,007/2020,31/10/2020,153.56,SBHA294863_Sinclair Road,GN0413BA1,,5228,GN,C010
210200,007/2020,31/10/2020,99.97,SBHA294922_Chiswick High R,GN0054BA1,,5442,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA294926_Overstone Road,GN0543BA1,A7589FR ,4758,GN,C010
210200,007/2020,31/10/2020,5489.19,SBHA294931_Bolingbroke Roa,GN0472BA1,,5006,GN,C010
210200,007/2020,31/10/2020,6320.52,SBHA294962_Benbow Road,GN0353BA1,,4627,GN,C010
210200,007/2020,31/10/2020,45.94,SBHA295016_Lindrop Street,GN0453BA1,,6168,GN,C010
230100,007/2020,31/10/2020,2364.18,SBHA295063_Upham Park Road,GN0730BA1,A7847FR ,5539,GN,C010
230100,007/2020,31/10/2020,2299.02,SBHA295083_Monks Park,GN5360BA1,G2108FR ,8571,GN,C010
210200,007/2020,31/10/2020,46.72,SBHA295131_Raynham Road,GN0660BA1,,4765,GN,C010
210200,007/2020,31/10/2020,327.97,SBHA295137_Avonmore Road,GN0554BA1,,4986,GN,C010
210200,007/2020,31/10/2020,134.22,SBHA295158_Saunders Road,GN5139BA1,,11435,GN,C010
210200,007/2020,31/10/2020,444.86,SBHA295174_Claxton Grove,GN0117BA1,,5617,GN,C010
210200,007/2020,31/10/2020,333.07,SBHA295192_Netherwood Road,GN0587BA1,,5139,GN,C010
210200,007/2020,31/10/2020,75.00,SBHA295233_Woodstock Grove,GN0815BA1,,4955,GN,C010
230100,007/2020,31/10/2020,2364.18,SBHA295261_Pearscroft Road,GN0305BB1,G0101FR ,9192,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA295269_Hammersmith Gro,GN0164BA1,,4842,GN,C010
210200,007/2020,31/10/2020,1045.48,SBHA295270_Hadyn Park Road,GN5256BA1,,7262,GN,C010
210200,007/2020,31/10/2020,43.33,SBHA295275_Devonshire Road,GN5219BA1,,5468,GN,C010
210200,007/2020,31/10/2020,826.82,SBHA295280_Roxwell Road,GN0470BA1,,4345,GN,C010
210200,007/2020,31/10/2020,78.83,SBHA295283_Sinclair Garden,MX0218BA1,,5167,GN,C010
210200,007/2020,31/10/2020,113.30,SBHA295292_Avonmore Road,GN0554BA1,,4986,GN,C010
210200,007/2020,31/10/2020,266.02,SBHA295295_Kilross Road,GN5145BA1,,8433,GN,C010
210200,007/2020,31/10/2020,285.84,SBHA295296_Stowe Road,GN0099BA1,,6329,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA295303_Falcon Close,GN0063BA1,,6593,GN,C010
210200,007/2020,31/10/2020,86.72,SBHA295311_Claxton Grove,GN5236BA1,,5647,GN,C010
210200,007/2020,31/10/2020,133.58,SBHA295312_Woodstock Grove,GN0125BA1,,4949,GN,C010
210200,007/2020,31/10/2020,895.00,SBHA295325_Holland Gardens,MX0292BA1,,9037,GN,C010
200119,007/2020,31/10/2020,237.31,SBHA295336_Pulton Place,GN0884EA1,,1000094,GN,C010
210200,007/2020,31/10/2020,44.95,SBHA295359_Monks Park,GN5360BA1,,8571,GN,C010
210200,007/2020,31/10/2020,309.00,SBHA295361_Chatsworth Cres,GN5225BA1,,5565,GN,C010
210200,007/2020,31/10/2020,90.73,SBHA295426_Rainville Road,GN0162BA1,,5844,GN,C010
210200,007/2020,31/10/2020,43.22,SBHA295447_Beattie Close,GN5140BA1,,7182,GN,C010
230100,007/2020,31/10/2020,1920.67,SBHA295460_Uxbridge Road,GN0400BA1,A7853FR ,4365,GN,C010
210200,007/2020,31/10/2020,270.92,SBHA295461_London Road,MX0010BA1,,12150,GN,C010
210200,007/2020,31/10/2020,704.82,SBHA295468_Adie Road,GN0522BA1,,4611,GN,C010
210200,007/2020,31/10/2020,1420.79,SBHA295492_Clancarty Road,GN5254BA1,,6873,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA295498_Pembridge Squar,GN0691BA1,,5356,GN,C010
210200,007/2020,31/10/2020,130.67,SBHA295502_Calverton Place,GN0455BA1,,12179,GN,C010
210200,007/2020,31/10/2020,1265.72,SBHA295520_Thorney Hedge R,GN0525BA1,,5530,GN,C010
230100,007/2020,31/10/2020,1850.15,SBHA295543_Pearscroft Road,GN0305BB1,G0101FR ,9178,GN,C010
210200,007/2020,31/10/2020,73.24,SBHA295561_Laurel Gardens,GN5423BA1,,9001,GN,C010
210200,007/2020,31/10/2020,146.36,SBHA295584_Hestercombe Ave,GN0062BA1,,5994,GN,C010
210200,007/2020,31/10/2020,25.04,SBHA295587_Ellerslie Road,GN0220BA1,,4038,GN,C010
210200,007/2020,31/10/2020,655.51,SBHA295593_Overstone Road,GN0543BA1,,4758,GN,C010
210200,007/2020,31/10/2020,66.92,SBHA295598_Osterley Park V,GN5159BA1,,7511,GN,C010
210200,007/2020,31/10/2020,54.01,SBHA295602_Pembridge Squar,GN0700BA1,,5362,GN,C010
210200,007/2020,31/10/2020,1005.26,SBHA295620_Bedfont Lane,GN0073BA1,,12611,GN,C010
210200,007/2020,31/10/2020,85.48,SBHA295633_Brook Lane Nort,MX0069BA1,,12506,GN,C010
210200,007/2020,31/10/2020,58.63,SBHA295641_Hampton Road We,MX0072BA1,,12576,GN,C010
210200,007/2020,31/10/2020,341.02,SBHA295642_Querrin Street,GN0159BA1,,6231,GN,C010
210200,007/2020,31/10/2020,45.94,SBHA295643_Hampton Road We,MX0072BA1,,12575,GN,C010
200119,007/2020,31/10/2020,81.10,SBHA295666_Vespan Road,GN0883EA1,,1000063,GN,C010
210200,007/2020,31/10/2020,228.06,SBHA295675_Linden Gardens,GN0096BA1,,5496,GN,C010
210600,007/2020,31/10/2020,1365.59,SBHA295676_Claxton Grove,GN0727BA1,,5645,GN,C010
210200,007/2020,31/10/2020,103.50,SBHA295679_Nene Gardens,GN5155BA1,,8027,GN,C010
210200,007/2020,31/10/2020,174.30,SBHA295687_Cricketfield Ro,GN0035BA1,,12453,GN,C010
210200,007/2020,31/10/2020,3245.88,SBHA295688_Percy Road,GN0168BA1,,4512,GN,C010
210200,007/2020,31/10/2020,517.85,SBHA295693_Avonmore Road,GN0554BA1,,4983,GN,C010
210200,007/2020,31/10/2020,131.41,SBHA295701_Pembridge Squar,GN0691BA1,,5356,GN,C010
210200,007/2020,31/10/2020,1949.47,SBHA295707_Hobart Close,GN5412BA1,,8960,GN,C010
210200,007/2020,31/10/2020,435.07,SBHA295715_London Road,GN5228BA1,,5574,GN,C010
210200,007/2020,31/10/2020,121.29,SBHA295726_Ellerslie Road,GN0754BA1,,4060,GN,C010
210200,007/2020,31/10/2020,2413.08,SBHA295737_Cathnor Road,GN0507BA1,,4412,GN,C010
210200,007/2020,31/10/2020,2295.40,SBHA295745_Highview Road,GN5437BA1,,9868,GN,C010
210200,007/2020,31/10/2020,59.08,SBHA295748_Vespan Road,GN0883BA1,,7557,GN,C010
210200,007/2020,31/10/2020,36.04,SBHA295755_Beattie Close,GN5140BA1,,7220,GN,C010
210200,007/2020,31/10/2020,60.13,SBHA295756_Everington Stre,GN5257BA1,,7435,GN,C010
210200,007/2020,31/10/2020,81.85,SBHA295765_Milson Road,GN0461BA1,,5108,GN,C010
210200,007/2020,31/10/2020,248.34,SBHA295838_Uxbridge Road,GN0474BA1,,4376,GN,C010
210200,007/2020,31/10/2020,988.83,SBHA295842_Batman Close,GN5252BA1,,6489,GN,C010
210200,007/2020,31/10/2020,105.17,SBHA295844_Parnell Close,GN0891BA1,,7755,GN,C010
210200,007/2020,31/10/2020,333.07,SBHA295855_Granville Place,GN0902BA1,,7204,GN,C010
210200,007/2020,31/10/2020,188.46,SBHA295858_Hestercombe Ave,GN0684BA1,,5997,GN,C010
210200,007/2020,31/10/2020,296.29,SBHA295866_Byam Street,GN0049BA1,,6094,GN,C010
210200,007/2020,31/10/2020,3315.58,SBHA295883_Chiswick High R,GN0563BA1,,5438,GN,C010
210200,007/2020,31/10/2020,100.66,SBHA295884_Stephendale Roa,GN0254BA1,,6253,GN,C010
210200,007/2020,31/10/2020,22.97,SBHA295904_Sinclair Road,GN0798BA1,,5196,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA295905_Sinclair Road,GN0798BA1,,5196,GN,C010
210200,007/2020,31/10/2020,78.64,SBHA295906_Cobbold Road,GN0206BA1,,4292,GN,C010
210200,007/2020,31/10/2020,78.65,SBHA295933_Askew Road,GN0823BA1,,4239,GN,C010
210200,007/2020,31/10/2020,116.82,SBHA295939_Cricketfield Ro,GN0035BA1,,12462,GN,C010
210200,007/2020,31/10/2020,55.77,SBHA295948_Hanworth Road,GN5235BA1,,5598,GN,C010
210200,007/2020,31/10/2020,334.82,SBHA295960_Southerton Road,GN0556BA1,,4775,GN,C010
210200,007/2020,31/10/2020,74.32,SBHA295962_Bracewell Road,GN0567BA1,,4032,GN,C010
210200,007/2020,31/10/2020,76.24,SBHA295965_Titmuss Street,GN0136BB1,,7586,GN,C010
210200,007/2020,31/10/2020,56.65,SBHA295967_Stanlake Road,GN0306BA1,,4198,GN,C010
210200,007/2020,31/10/2020,25.04,SBHA295971_Holyport Road,GN0423BA1,,5804,GN,C010
210200,007/2020,31/10/2020,473.56,SBHA295986_Pearscroft Road,GN0305BB1,,9177,GN,C010
210200,007/2020,31/10/2020,127.66,SBHA295994_Butler Street,GN0226BA1,,6526,GN,C010
210200,007/2020,31/10/2020,413.55,SBHA296005_Becklow Road,GN0098BA1,,7270,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296008_Granville Place,GN0902BA1,,7206,GN,C010
210200,007/2020,31/10/2020,1350.11,SBHA296009_Town Meadow,MX0307BA1,,9203,GN,C010
210200,007/2020,31/10/2020,128.40,SBHA296012_Aldensley Road,GN0426BA1,,4617,GN,C010
210200,007/2020,31/10/2020,186.45,SBHA296016_Macfarlane Road,GN0295BA1,,4146,GN,C010
210200,007/2020,31/10/2020,113.30,SBHA296018_De Morgan Road,MX0032BF1,,9773,GN,C010
210200,007/2020,31/10/2020,55.05,SBHA296021_De Morgan Road,MX0032BF1,,9773,GN,C010
210200,007/2020,31/10/2020,319.29,SBHA296027_Marbaix Gardens,MX0118BB1,,11476,GN,C010
210200,007/2020,31/10/2020,225.36,SBHA296049_Rainville Road,GN0181BA1,,5847,GN,C010
210200,007/2020,31/10/2020,101.88,SBHA296064_Rainville Road,GN0181BA1,,5847,GN,C010
210200,007/2020,31/10/2020,216.74,SBHA296066_Iffley Road,GN0261BA1,,6331,GN,C010
210200,007/2020,31/10/2020,290.63,SBHA296068_Fulham Park Gar,GN0229BA1,,5970,GN,C010
210200,007/2020,31/10/2020,302.71,SBHA296069_Stowe Road,GN0178BA1,,4582,GN,C010
210200,007/2020,31/10/2020,122.67,SBHA296070_Devonshire Road,GN5219BA1,,5468,GN,C010
210200,007/2020,31/10/2020,117.71,SBHA296075_Ellerslie Road,GN0578BA1,,4049,GN,C010
250000,007/2020,31/10/2020,146.81,SBHA296076_Pearscroft Road,GN0305BB1,,9177,GN,C010
210200,007/2020,31/10/2020,62.61,SBHA296079_Pearscroft Road,GN0305BA1,,9083,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296083_Shepherds Close,GN5216BA1,,5325,GN,C010
210200,007/2020,31/10/2020,119.74,SBHA296084_Hampton Road We,MX0072BA1,,12575,GN,C010
210200,007/2020,31/10/2020,148.36,SBHA296086_Blacks Road,MX0019BA1,,12276,GN,C010
210200,007/2020,31/10/2020,119.74,SBHA296091_Seagrave Road,GN0240BA1,,5858,GN,C010
210200,007/2020,31/10/2020,60.10,SBHA296122_Wandsworth Brid,GN0367BA1,,6271,GN,C010
210200,007/2020,31/10/2020,963.06,SBHA296124_Lakeside Road,GN0045BA1,,6821,GN,C010
210200,007/2020,31/10/2020,167.73,SBHA296135_Parnell Close,GN0891BA1,,7756,GN,C010
210200,007/2020,31/10/2020,235.52,SBHA296153_Byward Avenue,GN5293BA1,,7937,GN,C010
210200,007/2020,31/10/2020,2102.69,SBHA296156_Titmuss Street,GN0136BB1,,7579,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296171_Addison Gardens,GN0560BA1,A7005FR ,4962,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296173_Earls Court Roa,GN0596BA1,A7271LR ,6278,GN,C010
210200,007/2020,31/10/2020,105.90,SBHA296174_Parnell Close,GN0891BA1,,7754,GN,C010
210200,007/2020,31/10/2020,146.74,SBHA296205_Mablethorpe Roa,GN0163BA1,,6008,GN,C010
210200,007/2020,31/10/2020,258.67,SBHA296215_St Marks Close,GN0896BA1,,7878,GN,C010
210200,007/2020,31/10/2020,133.55,SBHA296224_Bath Road,GN0497BA1,,5415,GN,C010
210200,007/2020,31/10/2020,59.02,SBHA296227_Davisville Road,GN0668BA1,,4447,GN,C010
210200,007/2020,31/10/2020,254.34,SBHA296229_Devonport Road,GN0190BA1,,4465,GN,C010
210600,007/2020,31/10/2020,4993.80,SBHA296247_Fulham Palace R,GN0207BA1,,5763,GN,C010
210600,007/2020,31/10/2020,3528.83,SBHA296248_Fulham Palace R,GN0207BA1,,5763,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA296250_Becklow Road,GN0098BA1,,7295,GN,C010
210600,007/2020,31/10/2020,7324.13,SBHA296251_Fulham Palace R,GN0207BA1,,5763,GN,C010
210200,007/2020,31/10/2020,87.56,SBHA296252_Stowe Road,GN0176BA1,,4577,GN,C010
210200,007/2020,31/10/2020,137.76,SBHA296253_Hanger Lane,GN0302BA1,,5283,GN,C010
210200,007/2020,31/10/2020,106.03,SBHA296257_Townmead Road,MX0032BB1,,9673,GN,C010
210200,007/2020,31/10/2020,86.20,SBHA296261_Sulgrave Road,GN0657BA1,,4934,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA296264_Holyport Road,GN0425BA1,,5812,GN,C010
210200,007/2020,31/10/2020,38.70,SBHA296270_Glenthorne Road,GN0882BA1,,7083,GN,C010
210200,007/2020,31/10/2020,124.42,SBHA296271_Lillie Road,MX0671BA1,,5886,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA296277_Cobbold Road,GN0205BA1,,4285,GN,C010
210200,007/2020,31/10/2020,158.06,SBHA296279_Pembridge Villa,GN0650BA1,,5369,GN,C010
210200,007/2020,31/10/2020,155.78,SBHA296282_Carlyle Road,GN0482BA1,,6347,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296284_Sinclair Road,GN0413BA1,A7709FR ,5230,GN,C010
210200,007/2020,31/10/2020,3290.30,SBHA296288_Staines Road,GN0826BA1,,6761,GN,C010
210200,007/2020,31/10/2020,4051.08,SBHA296289_Bolingbroke Roa,GN0472BA1,,5006,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296310_St Marks Close,GN0896BA1,,7876,GN,C010
210200,007/2020,31/10/2020,1577.09,SBHA296318_Sedlescombe Roa,GN0198BA1,,5869,GN,C010
210200,007/2020,31/10/2020,94.78,SBHA296327_Sinclair Road,GN0799BA1,,5223,GN,C010
210200,007/2020,31/10/2020,91.08,SBHA296332_Davisville Road,GN0749BA1,,4443,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296333_Saunders Road,GN5139BA1,,11436,GN,C010
210200,007/2020,31/10/2020,25.04,SBHA296337_Blacks Road,MX0019BA1,,12276,GN,C010
210200,007/2020,31/10/2020,90.12,SBHA296338_Bath Road,GN0497BA1,,5415,GN,C010
210200,007/2020,31/10/2020,203.24,SBHA296339_Loftus Road,GN0601BA1,,4109,GN,C010
210200,007/2020,31/10/2020,98.99,SBHA296342_Sandalwood Driv,GN5142BA1,,7685,GN,C010
210200,007/2020,31/10/2020,57.86,SBHA296353_Sandalwood Driv,GN5142BA1,,7637,GN,C010
210200,007/2020,31/10/2020,65.76,SBHA296356_Hammersmith Gro,GN0391BA1,,4832,GN,C010
210200,007/2020,31/10/2020,333.07,SBHA296364_Talgarth Road,GN0545BA1,,5702,GN,C010
210200,007/2020,31/10/2020,22.97,SBHA296369_Windmill Road,GN0338BA1,,5543,GN,C010
210200,007/2020,31/10/2020,151.80,SBHA296371_Sinclair Road,GN0799BA1,,5223,GN,C010
210200,007/2020,31/10/2020,236.80,SBHA296372_Warbeck Road,GN0337BA1,,4595,GN,C010
210200,007/2020,31/10/2020,106.80,SBHA296373_Falcon Close,GN0063BA1,,6585,GN,C010
210200,007/2020,31/10/2020,87.56,SBHA296378_Pearscroft Road,GN0305BB1,,9177,GN,C010
210200,007/2020,31/10/2020,176.50,SBHA296380_Dawes Road,MX0428BA1,,11603,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296382_Sinclair Road,GN0615BA1,,5210,GN,C010
210200,007/2020,31/10/2020,111.34,SBHA296383_Dawes Road,MX0428BA1,,11603,GN,C010
210200,007/2020,31/10/2020,98.29,SBHA296385_Pearscroft Road,GN0305BB1,,9177,GN,C010
210200,007/2020,31/10/2020,137.76,SBHA296386_Botwell Lane,GN0025BA1,,12343,GN,C010
210200,007/2020,31/10/2020,137.48,SBHA296387_Sinclair Road,GN0615BA1,,5210,GN,C010
210200,007/2020,31/10/2020,84.37,SBHA296390_Cadbury Close,GN0210BA1,,5556,GN,C010
210200,007/2020,31/10/2020,120.04,SBHA296394_Hestercombe Ave,GN0061BA1,,5989,GN,C010
210200,007/2020,31/10/2020,225.16,SBHA296397_Highview Road,GN5437BA1,,9868,GN,C010
210200,007/2020,31/10/2020,54.46,SBHA296402_Holland Gardens,MX0292BA1,,9039,GN,C010
210200,007/2020,31/10/2020,324.00,SBHA296409_West Way,MX0033BB1,,10716,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA296410_St Marks Close,GN0896BA1,,7878,GN,C010
