Account,Period,Transaction Date,Amount,Description,LA1,LA2,LA3,LA4,LA5
210200,007/2020,31/10/2020,50.81,SBHA296414_St Thomas Road,GN0889BA1,,9094,GN,C010
210200,007/2020,31/10/2020,432.00,SBHA296417_West Way,MX0033BB1,,10717,GN,C010
210200,007/2020,31/10/2020,74.69,SBHA296420_Pulton Place,GN0884BA1,,6978,GN,C010
210200,007/2020,31/10/2020,168.00,SBHA296433_St Stephens Roa,GN0003BA1,,12054,GN,C010
210200,007/2020,31/10/2020,55.05,SBHA296440_Devonport Road,GN0166BA1,,4483,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA296447_Pembridge Garde,GN0597BA1,,5336,GN,C010
210200,007/2020,31/10/2020,1325.87,SBHA296452_Chiswick High R,GN0054BA1,,5441,GN,C010
210200,007/2020,31/10/2020,55.40,SBHA296453_Pembridge Garde,GN0597BA1,,5336,GN,C010
210200,007/2020,31/10/2020,1880.02,SBHA296455_Townmead Road,MX0032BB1,,9661,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA296458_Townmead Road,MX0032BB1,,9666,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA296466_North End Road,MX0355BA1,,9969,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA296467_Glenrosa Street,GN0377BA1,,6125,GN,C010
210200,007/2020,31/10/2020,54.07,SBHA296481_Hazeltree Lane,GN5351BA1,,8494,GN,C010
210200,007/2020,31/10/2020,119.74,SBHA296484_Devonport Road,GN0166BA1,,4482,GN,C010
210200,007/2020,31/10/2020,156.48,SBHA296503_KELWAY HOUSE,MX0355BA1,,3139,MX,C010
210200,007/2020,31/10/2020,131.56,SBHA296505_Stanwick Road,GN0676BA1,,5252,GN,C010
210200,007/2020,31/10/2020,133.97,SBHA296509_Stanlake Road,GN0306BA1,,4198,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA296511_Wandsworth Brid,MX0032BE1,,9890,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA296518_Aylsham Drive,GN5196BA1,,11538,GN,C010
210600,007/2020,31/10/2020,5147.67,SBHA296520_Gastein Road,GN0362BA1,,5673,GN,C010
210600,007/2020,31/10/2020,2061.63,SBHA296523_Woodstock Grove,GN0125BA1,,4949,GN,C010
210200,007/2020,31/10/2020,157.21,SBHA296540_Fulham Palace R,GN0898BA1,,11710,GN,C010
210200,007/2020,31/10/2020,164.51,SBHA296546_Tynemouth Stree,GN0248BA1,,6260,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA296548_Hamble Street,GN0132BA1,,6136,GN,C010
210200,007/2020,31/10/2020,93.71,SBHA296549_Sedlescombe Roa,GN0198BA1,,5869,GN,C010
210200,007/2020,31/10/2020,302.71,SBHA296552_Bath Road,GN0498BA1,,5416,GN,C010
210200,007/2020,31/10/2020,148.61,SBHA296553_Devonshire Road,GN0484BA1,,5467,GN,C010
210200,007/2020,31/10/2020,335.70,SBHA296555_Rainville Road,GN0373BA1,,5842,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA296557_Delta Grove,GN5417BA1,,8971,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA296560_St Stephens Roa,GN0003BA1,,12067,GN,C010
210200,007/2020,31/10/2020,62.25,SBHA296561_St Stephens Roa,GN0003BA1,,12067,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296564_Avonmore Road,GN0554BA1,,4983,GN,C010
210200,007/2020,31/10/2020,106.87,SBHA296565_Iffley Road,GN0301BA1,,4719,GN,C010
210200,007/2020,31/10/2020,175.58,SBHA296566_Bloemfontein Ro,GN0828BA1,,4023,GN,C010
210200,007/2020,31/10/2020,55.67,SBHA296572_Greenford Avenu,GN5263BA1,,7510,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA296583_Acock Grove,MX0014BD1,,7955,GN,C010
210200,007/2020,31/10/2020,129.70,SBHA296591_Macfarlane Road,GN0531BA1,,4142,GN,C010
210200,007/2020,31/10/2020,179.96,SBHA296598_Becklow Road,GN0098BA1,,7293,GN,C010
210200,007/2020,31/10/2020,136.70,SBHA296603_Beech Close,GN5194BA1,,11422,GN,C010
210200,007/2020,31/10/2020,484.55,SBHA296604_St Thomas Road,GN0889BA1,,9094,GN,C010
210200,007/2020,31/10/2020,89.28,SBHA296608_Glenrosa Street,GN0377BA1,,6125,GN,C010
210200,007/2020,31/10/2020,76.90,SBHA296609_Beech Close,GN5194BA1,,11422,GN,C010
210200,007/2020,31/10/2020,3119.62,SBHA296614_Sinclair Road,GN0799BA1,,5223,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296616_Coningham Road,GN0820BA1,,4429,GN,C010
210200,007/2020,31/10/2020,80.38,SBHA296627_Stanwick Road,GN0676BA1,,5252,GN,C010
230100,007/2020,31/10/2020,2481.11,SBHA296633_Rostrevor Road,GN0790BA1,,6049,GN,C010
210200,007/2020,31/10/2020,65.06,SBHA296635_Townmead Road,MX0032BB1,,9661,GN,C010
210200,007/2020,31/10/2020,25.04,SBHA296637_Loftus Road,GN0589BA1,,4124,GN,C010
210200,007/2020,31/10/2020,149.53,SBHA296639_West Cromwell R,GN0595BA1,,5380,GN,C010
210200,007/2020,31/10/2020,73.18,SBHA296646_Falcon Close,GN0063BA1,,6593,GN,C010
210200,007/2020,31/10/2020,18.02,SBHA296650_Bedfont Lane,GN0073BA1,,12606,GN,C010
210200,007/2020,31/10/2020,50.81,SBHA296652_Bedfont Lane,GN0073BA1,,12612,GN,C010
210200,007/2020,31/10/2020,45.94,SBHA296653_Falcon Close,GN0063BA1,,6593,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA296669_Hornbeam Road,GN5345BA1,,8439,GN,C010
210200,007/2020,31/10/2020,96.15,SBHA296671_De Morgan Road,MX0032AF1,,6107,GN,C010
210200,007/2020,31/10/2020,120.74,SBHA296672_Holland Gardens,MX0292BA1,,9061,GN,C010
210200,007/2020,31/10/2020,122.24,SBHA296696_Gurnell Grove,GN0187BA1,,8205,GN,C010
210200,007/2020,31/10/2020,117.35,SBHA296700_Binns Road,GN0386BA1,,5423,GN,C010
210200,007/2020,31/10/2020,107.56,SBHA296703_London Road,MX0010BA1,,12149,GN,C010
210200,007/2020,31/10/2020,140.68,SBHA296704_Botwell Lane,GN0025BA1,,12348,GN,C010
210200,007/2020,31/10/2020,30.48,SBHA296706_Kingwood Road,GN0274BA1,,6006,GN,C010
210200,007/2020,31/10/2020,75.58,SBHA296710_Parnell Close,GN0891BA1,,7768,GN,C010
210200,007/2020,31/10/2020,141.38,SBHA296711_St Marks Close,GN0896BA1,,7875,GN,C010
210200,007/2020,31/10/2020,69.00,SBHA296714_Hampton Road We,GN5317BA1,,8352,GN,C010
210200,007/2020,31/10/2020,85.02,SBHA296719_George Street,GN5279BA1,,7828,GN,C010
210200,007/2020,31/10/2020,44.95,SBHA296720_Holland Gardens,MX0292BA1,,9055,GN,C010
210200,007/2020,31/10/2020,113.48,SBHA296722_London Road,GN5228BA1,,5574,GN,C010
210200,007/2020,31/10/2020,86.76,SBHA296723_Devonport Road,GN0465BA1,,4472,GN,C010
210200,007/2020,31/10/2020,76.12,SBHA296725_Holland Gardens,MX0292BA1,,9055,GN,C010
210200,007/2020,31/10/2020,117.76,SBHA296728_Acock Grove,MX5442BA1,,7942,MX,C010
210200,007/2020,31/10/2020,86.44,SBHA296736_Bloemfontein Ro,GN0828BA1,,4023,GN,C010
210200,007/2020,31/10/2020,134.82,SBHA296738_Cambridge Grove,GN5137BA1,,6947,GN,C010
210200,007/2020,31/10/2020,193.55,SBHA296739_Pembridge Garde,GN0597BA1,,5336,GN,C010
210200,007/2020,31/10/2020,302.71,SBHA296744_Sedlescombe Roa,GN0198BA1,,5869,GN,C010
210200,007/2020,31/10/2020,81.70,SBHA296747_Hildyard Road,GN0504BA1,,5796,GN,C010
210200,007/2020,31/10/2020,56.92,SBHA296750_Clayton Road,GN5367BA1,,8585,GN,C010
210200,007/2020,31/10/2020,54.01,SBHA296753_Greenside Road,GN0765BA1,,4500,GN,C010
210200,007/2020,31/10/2020,61.06,SBHA296754_Oldfield Lane N,GN0225BA1,,6516,GN,C010
230100,007/2020,31/10/2020,2299.02,SBHA296760_Godolphin Road,GN0348BA1,A7356FR ,4497,GN,C010
210200,007/2020,31/10/2020,111.21,SBHA296761_Coningham Road,GN0820BA1,,4428,GN,C010
210200,007/2020,31/10/2020,137.65,SBHA296764_Holyport Road,GN0423BA1,,5804,GN,C010
210200,007/2020,31/10/2020,32.08,SBHA296773_Becklow Road,GN0098BA1,,7293,GN,C010
210200,007/2020,31/10/2020,335.33,SBHA296777_Talgarth Road,GN0545BA1,,5703,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296778_Commonwealth Av,GN5333BA1,,8401,GN,C010
210200,007/2020,31/10/2020,40.99,SBHA296781_Commonwealth Av,GN5333BA1,,8401,GN,C010
210200,007/2020,31/10/2020,170.08,SBHA296784_North End Road,MX0355BA1,,9955,GN,C010
210200,007/2020,31/10/2020,97.06,SBHA296801_Avonmore Road,GN0554BA1,,4983,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296802_Beattie Close,GN5140BA1,A94WBFR ,7217,GN,C010
210200,007/2020,31/10/2020,164.26,SBHA296803_Gwendwr Road,GN0236BA1,,5101,GN,C010
210200,007/2020,31/10/2020,191.29,SBHA296809_Staines Road,GN0826BA1,,6761,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA296810_West Cromwell R,GN0595BA1,,5380,GN,C010
210200,007/2020,31/10/2020,117.86,SBHA296816_Colonnade Garde,MX0075BA1,,12640,GN,C010
210200,007/2020,31/10/2020,112.22,SBHA296820_Kilmarsh Road,GN0368BA1,,4728,GN,C010
210200,007/2020,31/10/2020,91.06,SBHA296821_Falcon Close,GN0063BA1,,6582,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296822_Davisville Road,GN0720BA1,A7229FR ,4436,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA296827_Rowan Road,GN5346BA1,,8441,GN,C010
210200,007/2020,31/10/2020,182.16,SBHA296829_St Marks Close,GN0896BA1,,7878,GN,C010
210200,007/2020,31/10/2020,119.93,SBHA296851_Sinclair Road,GN0795BA1,,5176,GN,C010
210200,007/2020,31/10/2020,56.65,SBHA296853_St Thomas Road,GN0889BA1,,9090,GN,C010
210200,007/2020,31/10/2020,273.10,SBHA296854_West Cromwell R,GN0595BA1,,5380,GN,C010
210200,007/2020,31/10/2020,59.76,SBHA296856_West Cromwell R,GN0595BA1,,5380,GN,C010
210200,007/2020,31/10/2020,130.59,SBHA296867_Goldhawk Road,GN0160BA1,,7792,GN,C010
210200,007/2020,31/10/2020,93.71,SBHA296873_Hetley Road,GN0186BA1,,4504,GN,C010
210200,007/2020,31/10/2020,43.22,SBHA296882_Carlyle Gardens,GN5375BA1,,8693,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA296884_St Andrews Road,GN0733BA1,,5852,GN,C010
210200,007/2020,31/10/2020,91.08,SBHA296892_Becklow Road,GN0098BA1,,7291,GN,C010
210200,007/2020,31/10/2020,120.74,SBHA296894_Holland Gardens,MX0292BA1,,9055,GN,C010
210200,007/2020,31/10/2020,56.86,SBHA296902_Talgarth Road,GN0644BA1,,5709,GN,C010
210200,007/2020,31/10/2020,78.56,SBHA296904_Townmead Road,MX0032BB1,,9661,GN,C010
210200,007/2020,31/10/2020,280.20,SBHA296910_Nicoll Road,MX0260BA1,,8679,GN,C010
210200,007/2020,31/10/2020,89.28,SBHA296915_North Circular ,GN5401BA1,,8903,GN,C010
210200,007/2020,31/10/2020,1786.47,SBHA296916_King Street,GN5135BA1,,6483,GN,C010
210200,007/2020,31/10/2020,178.56,SBHA296917_King Street,GN5135BA1,,6483,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296921_De Morgan Road,MX0032AF1,A7246FR ,6107,GN,C010
210200,007/2020,31/10/2020,128.35,SBHA296922_Stowe Road,GN0574BA1,,4589,GN,C010
210200,007/2020,31/10/2020,177.84,SBHA296928_Granville Place,GN0902BA1,,7207,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296929_Glenrosa Street,GN0377BA1,A7349FR ,6125,GN,C010
210200,007/2020,31/10/2020,140.68,SBHA296930_Spring Grove Ro,GN5232BA1,,5583,GN,C010
210200,007/2020,31/10/2020,137.76,SBHA296940_Lillie Road,GN0120BA1,,7449,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA296948_Goldhawk Road,GN0361BA1,,4686,GN,C010
210200,007/2020,31/10/2020,72.09,SBHA296949_Shepherds Close,GN5216BA1,,5326,GN,C010
210200,007/2020,31/10/2020,39.73,SBHA296953_Dorville Cresce,GN0583BA1,,4678,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296959_Beverley Road,GN0021BA1,A94BNFR ,6843,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296961_Pearscroft Road,GN0305BA1,A94BOFR ,6916,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296962_Falcon Close,GN0063BA1,A94HEFR ,6587,GN,C010
230100,007/2020,31/10/2020,2364.18,SBHA296965_Quick Road,GN0728BA1,A7634FR ,5522,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA296966_Stephendale Roa,GN0806BA1,A7774FR ,6248,GN,C010
210200,007/2020,31/10/2020,55.05,SBHA296974_Frithville Gard,GN0602BA1,,4076,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA296980_St Andrews Road,GN0733BA1,,5854,GN,C010
210200,007/2020,31/10/2020,101.40,SBHA296987_Chatsworth Cres,GN5274BA1,,7812,GN,C010
210200,007/2020,31/10/2020,101.40,SBHA296988_Townmead Road,MX0032BB1,,9666,GN,C010
210200,007/2020,31/10/2020,22.97,SBHA296992_Hadyn Park Road,GN5256BA1,,7266,GN,C010
210200,007/2020,31/10/2020,55.05,SBHA296993_Aylsham Drive,GN5196BA1,,11538,GN,C010
210200,007/2020,31/10/2020,1757.81,SBHA296996_Townmead Road,MX0032BB1,,9661,GN,C010
210200,007/2020,31/10/2020,117.35,SBHA296998_London Road,GN5228BA1,,5574,GN,C010
210200,007/2020,31/10/2020,113.37,SBHA297015_Brookville Road,GN5241BA1,,5928,GN,C010
200119,007/2020,31/10/2020,44.07,SBHA297016_Pulton Place,GN0884EA1,,1000094,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA297018_Beauclerc Road,GN0492BA1,,4625,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA297030_Disbrowe Road,GN0652BA1,A7260FR ,5741,GN,C010
210200,007/2020,31/10/2020,452.39,SBHA297032_Disbrowe Road,GN0652BA1,,5741,GN,C010
210200,007/2020,31/10/2020,78.65,SBHA297033_Clanricarde Gar,GN0640BA1,,5335,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA297035_Shorrolds Road,GN0665BA1,A7695FR ,5872,GN,C010
210200,007/2020,31/10/2020,179.21,SBHA297044_Holland Gardens,MX0292BA1,,9046,GN,C010
210200,007/2020,31/10/2020,166.62,SBHA297049_Winthrop Walk,GN5152BA1,,8942,GN,C010
210200,007/2020,31/10/2020,25.04,SBHA297052_Sinclair Road,GN0479BA1,,5232,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA297065_Pearscroft Road,GN0305BA1,,9084,GN,C010
210200,007/2020,31/10/2020,263.65,SBHA297070_Staines Road,MX0143BA1,,7656,GN,C010
210200,007/2020,31/10/2020,73.18,SBHA297071_Ellerslie Road,GN0505BA1,,4054,GN,C010
210200,007/2020,31/10/2020,60.10,SBHA297073_Askew Road,GN0448BA1,,4256,GN,C010
210200,007/2020,31/10/2020,55.67,SBHA297076_Beattie Close,GN5140BA1,,7187,GN,C010
210200,007/2020,31/10/2020,25.04,SBHA297084_Lisgar Terrace,GN0277BA1,,5153,GN,C010
210200,007/2020,31/10/2020,59.30,SBHA297092_Dawes Road,GN5239BA1,,5733,GN,C010
210200,007/2020,31/10/2020,21.38,SBHA297093_Calverton Place,GN0454BA1,,12173,GN,C010
210200,007/2020,31/10/2020,127.22,SBHA297095_George Street,GN5279BA1,,7828,GN,C010
210200,007/2020,31/10/2020,73.14,SBHA297099_Devonshire Road,GN5219BA1,,5468,GN,C010
210200,007/2020,31/10/2020,60.10,SBHA297102_Askew Road,GN0823BA1,,4239,GN,C010
210200,007/2020,31/10/2020,106.73,SBHA297158_St Marks Close,GN0896BA1,,7880,GN,C010
210200,007/2020,31/10/2020,54.46,SBHA297164_Beattie Close,GN5140BA1,,7211,GN,C010
210200,007/2020,31/10/2020,307.54,SBHA297166_Montgolfier Wal,GN5361BA1,,8572,GN,C010
210200,007/2020,31/10/2020,151.04,SBHA297167_St Stephens Roa,GN0003BA1,,12074,GN,C010
210200,007/2020,31/10/2020,68.26,SBHA297169_Stowe Road,GN0499BA1,,4587,GN,C010
210200,007/2020,31/10/2020,76.12,SBHA297177_Botwell Lane,GN0025BA1,,12334,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA297183_North End Road,MX0355BA1,,9960,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA297196_Loftus Road,GN0601BA1,,4109,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA297197_Tunis Road,GN0502BA1,,4204,GN,C010
210200,007/2020,31/10/2020,277.01,SBHA297201_Elswick Street,GN0490BA1,,6119,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA297216_Greenlawn Lane,GN0299BA1,,9129,GN,C010
210200,007/2020,31/10/2020,86.72,SBHA297219_Townmead Road,MX0032BB1,,9666,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA297236_Arminger Road,GN0087BA1,,4019,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA297248_Claxton Grove,GN0078BA1,,5635,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA297254_Cadbury Close,GN0210BA1,,5556,GN,C010
210200,007/2020,31/10/2020,277.23,SBHA297268_Rainville Road,GN0373BA1,,5842,GN,C010
210200,007/2020,31/10/2020,133.77,SBHA297273_Parnell Close,GN0891BA1,,7755,GN,C010
210200,007/2020,31/10/2020,123.99,SBHA297279_Dawes Road,GN5166BA1,,11837,GN,C010
210200,007/2020,31/10/2020,297.24,SBHA297282_Parnell Close,GN0891BA1,,7755,GN,C010
210200,007/2020,31/10/2020,119.74,SBHA297286_Gledstanes Road,GN0251BA1,,5675,GN,C010
210200,007/2020,31/10/2020,76.90,SBHA297289_Holland Gardens,MX0292BA1,,9055,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA297291_Becklow Road,GN0098BA1,,7292,GN,C010
210200,007/2020,31/10/2020,124.42,SBHA297295_Granville Place,GN0902BA1,,7204,GN,C010
210200,007/2020,31/10/2020,74.17,SBHA297297_Keith Grove,GN0714BA1,,4332,GN,C010
210200,007/2020,31/10/2020,89.28,SBHA297307_Leythe Road,GN0739BA1,,5298,GN,C010
210200,007/2020,31/10/2020,60.10,SBHA297317_Lillie Road,MX0671BA1,,5889,GN,C010
210200,007/2020,31/10/2020,76.52,SBHA297322_Town Meadow,MX0307BA1,,9214,GN,C010
210200,007/2020,31/10/2020,101.62,SBHA297335_Town Meadow,MX0307BA1,,9206,GN,C010
210200,007/2020,31/10/2020,48.84,SBHA297338_Uxbridge Road,GN0400BA1,,4363,GN,C010
210200,007/2020,31/10/2020,85.40,SBHA297348_Whitestile Road,GN0268BA1,,5548,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA297349_Becklow Road,GN0098BA1,,7295,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA297353_Roxwell Road,GN0791BA1,,4337,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA297357_Nicoll Road,MX0260BA1,,8679,GN,C010
210200,007/2020,31/10/2020,56.92,SBHA297371_Oldfield Lane N,GN0225BA1,,6513,GN,C010
210200,007/2020,31/10/2020,95.26,SBHA297372_St Stephens Roa,GN0003BA1,,12054,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA297401_Gurnell Grove,GN0188BA1,,8210,GN,C010
210200,007/2020,31/10/2020,59.06,SBHA297411_Althea Street,GN0150BA1,,6072,GN,C010
210200,007/2020,31/10/2020,22.97,SBHA297418_Bolingbroke Roa,GN0234BA1,,5023,GN,C010
210200,007/2020,31/10/2020,78.65,SBHA297420_Hawksmoor Stree,MX0119BA1,,7416,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA297421_Vespan Road,GN0883BA1,,7557,GN,C010
210200,007/2020,31/10/2020,92.30,SBHA297423_Becklow Road,GN0098BA1,,7295,GN,C010
210200,007/2020,31/10/2020,414.63,SBHA297425_Titmuss Street,GN0136BB1,,7579,GN,C010
230100,007/2020,31/10/2020,2040.37,SBHA297426_De Morgan Road,MX0032BF1,G0319FR ,9778,GN,C010
210200,007/2020,31/10/2020,1215.04,SBHA297428_De Morgan Road,MX0032BF1,,9778,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA297431_Devonshire Road,GN5424BA1,,9002,GN,C010
210200,007/2020,31/10/2020,1357.04,SBHA297434_Beattie Close,GN5140BA1,,7217,GN,C010
210200,007/2020,31/10/2020,1357.04,SBHA297436_Beattie Close,GN5140BA1,,7216,GN,C010
210200,007/2020,31/10/2020,50.81,SBHA297438_Hetley Road,GN0186BA1,,4504,GN,C010
210200,007/2020,31/10/2020,1215.04,SBHA297439_Pearscroft Road,GN0305BA1,,6916,GN,C010
210200,007/2020,31/10/2020,791.51,SBHA297441_Everington Stre,GN5257BA1,,7408,GN,C010
210200,007/2020,31/10/2020,119.74,SBHA297443_West Avenue,GN5269BA1,,7533,GN,C010
210200,007/2020,31/10/2020,333.07,SBHA297467_Collingwood Roa,GN5419BA1,,8973,GN,C010
210200,007/2020,31/10/2020,43.33,SBHA297470_Overstone Road,GN0641BA1,,4754,GN,C010
210200,007/2020,31/10/2020,84.37,SBHA297480_Thornbury Road,PL5010L10,,12492,PL,C010
210200,007/2020,31/10/2020,178.56,SBHA297481_Askew Road,GN0823BA1,,4238,GN,C010
210200,007/2020,31/10/2020,204.97,SBHA297487_Botwell Lane,GN0025BA1,,12340,GN,C010
210200,007/2020,31/10/2020,143.64,SBHA297489_Nicoll Road,MX0260BA1,,8679,GN,C010
210200,007/2020,31/10/2020,138.70,SBHA298053_Beaver Grove,GN5392BA1,,8892,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA298063_Bolingbroke Roa,GN0234BA1,,5022,GN,C010
210200,007/2020,31/10/2020,60.02,SBHA298068_Holland Gardens,MX0292BA1,,9055,GN,C010
210200,007/2020,31/10/2020,178.56,SBHA298074_Sinclair Road,GN0797BA1,,5191,GN,C010
210200,007/2020,31/10/2020,223.66,SBHA298076_Botwell Lane,GN0025BA1,,12331,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA298079_Girdlers Road,GN0628BA1,,5080,GN,C010
210200,007/2020,31/10/2020,81.86,SBHA298087_Minford Gardens,GN0414BA1,,5128,GN,C010
210200,007/2020,31/10/2020,105.90,SBHA298091_Kilmarsh Road,GN0410BA1,,6333,GN,C010
210200,007/2020,31/10/2020,75.31,SBHA298096_Bolingbroke Roa,GN0523BA1,,5009,GN,C010
210200,007/2020,31/10/2020,113.48,SBHA298098_Gayford Road,GN0319BA1,,4302,GN,C010
210200,007/2020,31/10/2020,77.81,SBHA298111_Holyport Road,GN0508BA1,,5801,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA298112_Netherwood Road,GN0403BA1,,5134,GN,C010
210200,007/2020,31/10/2020,178.56,SBHA298122_Claxton Grove,GN0706BA1,,5631,GN,C010
210200,007/2020,31/10/2020,81.72,SBHA298129_Racton Road,GN0788BA1,,5840,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA298145_Bracewell Road,GN0627BA1,,4028,GN,C010
210200,007/2020,31/10/2020,51.48,SBHA298148_Cranbrook Road,GN0793BA1,,5465,GN,C010
210200,007/2020,31/10/2020,45.88,SBHA298153_Ellerslie Road,GN0220BA1,,4038,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA298156_Townmead Road,MX0032BB1,,9661,GN,C010
210200,007/2020,31/10/2020,117.35,SBHA298160_Ellerslie Road,GN0477BA1,,4052,GN,C010
210200,007/2020,31/10/2020,141.38,SBHA298165_Hammersmith Gro,GN0164BA1,,4840,GN,C010
210200,007/2020,31/10/2020,34.91,SBHA298166_Annandale Road,GN0365BA1,,5389,GN,C010
210200,007/2020,31/10/2020,121.44,SBHA298177_Querrin Street,GN0159BA1,,6231,GN,C010
210200,007/2020,31/10/2020,231.86,SBHA298178_Holland Gardens,MX0292BA1,,9059,GN,C010
210200,007/2020,31/10/2020,94.02,SBHA298191_Oaklands Grove,GN0381BA1,,4153,GN,C010
210200,007/2020,31/10/2020,147.71,SBHA298199_Alderwick Drive,MX0010BA1,,12141,GN,C010
210200,007/2020,31/10/2020,151.55,SBHA298229_Querrin Street,GN5250BA1,,6227,GN,C010
210200,007/2020,31/10/2020,106.34,SBHA298232_St Thomas Road,GN0297BA1,,9101,GN,C010
210200,007/2020,31/10/2020,980.71,SBHA298250_Shorrolds Road,GN0665BA1,,5872,GN,C010
210200,007/2020,31/10/2020,87.31,SBHA298251_Devonshire Road,GN5219BA1,,5468,GN,C010
210200,007/2020,31/10/2020,96.86,SBHA298252_Chatsworth Cres,GN5225BA1,,5565,GN,C010
210200,007/2020,31/10/2020,452.39,SBHA298253_De Morgan Road,MX0032AF1,,6107,GN,C010
210200,007/2020,31/10/2020,1357.04,SBHA298255_Pulton Place,GN0884BA1,,6984,GN,C010
210200,007/2020,31/10/2020,30.36,SBHA298275_William Close,GN0886BA1,,7029,GN,C010
210200,007/2020,31/10/2020,147.64,SBHA298298_Sparrow Farm Dr,GN5278BA1,,7827,GN,C010
210200,007/2020,31/10/2020,62.26,SBHA298313_Briar Close,GN5164BA1,,12471,GN,C010
210200,007/2020,31/10/2020,44.71,SBHA298318_Sinclair Road,GN0430BA1,,5217,GN,C010
210200,007/2020,31/10/2020,127.22,SBHA298321_Askew Road,GN0208BA1,,4248,GN,C010
210200,007/2020,31/10/2020,60.72,SBHA298331_Avenue Gardens,GN0781BA1,,5260,GN,C010
210200,007/2020,31/10/2020,58.92,SBHA298335_Sinclair Road,GN0798BA1,,5196,GN,C010
210200,007/2020,31/10/2020,45.62,SBHA298374_Enfield Walk,GN5221BA1,,5476,GN,C010
210200,007/2020,31/10/2020,82.06,SBHA298398_Lillie Road,MX0671BA1,,5893,GN,C010
210200,007/2020,31/10/2020,76.74,SBHA298409_Haydock Avenue,MX0393BA1,,10673,GN,C010
210200,007/2020,31/10/2020,25.04,SBHA298415_Frithville Gard,GN0501BA1,,4085,GN,C010
210200,007/2020,31/10/2020,94.06,SBHA298427_Cobbold Road,GN0206BA1,,4288,GN,C010
210200,007/2020,31/10/2020,147.71,SBHA298436_Fulham Palace R,GN0207BA1,,5785,GN,C010
210200,007/2020,31/10/2020,81.17,SBHA298455_New Kings Road,GN0382BA1,,6035,GN,C010
210200,007/2020,31/10/2020,118.25,SBHA298461_Batoum Gardens,GN0736BA1,,4798,GN,C010
210200,007/2020,31/10/2020,223.25,SBHA298466_West Way,MX0033BB1,,10730,GN,C010
210200,007/2020,31/10/2020,149.12,SBHA298469_North End Road,MX0355BA1,,9961,GN,C010
210200,007/2020,31/10/2020,45.88,SBHA298486_Everington Stre,GN5257BA1,,7405,GN,C010
210200,007/2020,31/10/2020,91.08,SBHA298496_Bulstrode Road,GN0605BA1,,5561,GN,C010
210200,007/2020,31/10/2020,76.74,SBHA298505_Coulter Road,GN0748BA1,,4656,GN,C010
230100,007/2020,31/10/2020,1215.04,SBHA298528_Aspenlea Road,GN0152BA1,,5603,GN,C010
210200,007/2020,31/10/2020,61.18,SBHA298538_Parnell Close,GN0891BA1,,U00039,GN,C010
